,ds,y,yhat
161,2020-10-19 14:30:00,3299.8250016319444,3299.8253594796024
162,2020-10-19 14:45:00,3299.7000234375005,3299.7047743455464
163,2020-10-19 15:00:00,3299.5677931249998,3299.5660518244813
164,2020-10-19 15:15:00,3299.5171995833334,3299.5168590984513
165,2020-10-19 15:30:00,3299.4322081597224,3299.432765902962
166,2020-10-19 15:45:00,3299.3479929166665,3299.350724694408
167,2020-10-19 16:00:00,3299.232226215278,3299.2325126651217
168,2020-10-20 09:15:00,3280.248645069445,3280.248645069445
169,2020-10-20 09:30:00,3279.849478402778,3279.8494784027775
170,2020-10-20 09:45:00,3279.4503117361114,3279.450311736111
171,2020-10-20 10:00:00,3279.051145069445,3279.051145069445
172,2020-10-20 10:15:00,3278.6519784027782,3278.651978402778
173,2020-10-20 10:30:00,3278.2528117361117,3278.2528117361107
174,2020-10-20 10:45:00,3277.8536450694446,3277.853645069445
175,2020-10-20 11:00:00,3277.454478402778,3277.454478402779
176,2020-10-20 11:15:00,3277.0475409027777,3277.047540902778
177,2020-10-20 11:30:00,3276.6085409027783,3276.6081936847077
178,2020-10-20 11:45:00,3276.1582978472225,3276.1582978472225
179,2020-10-20 12:00:00,3275.7139506250005,3275.714645071564
180,2020-10-20 12:15:00,3275.2195200694446,3275.2197110421484
181,2020-10-20 12:30:00,3274.6707804861117,3274.6707804861107
182,2020-10-20 12:45:00,3274.1804139583332,3274.1806382994687
183,2020-10-20 13:00:00,3273.6709486805557,3273.6713688194823
184,2020-10-20 13:15:00,3273.145073680556,3273.1450736805555
185,2020-10-20 13:30:00,3272.6388479861116,3272.6398896527744
186,2020-10-20 13:45:00,3272.1659670486115,3272.1667953522765
187,2020-10-20 14:00:00,3271.646766111111,3271.644105166508
188,2020-10-20 14:15:00,3271.2317653472223,3271.2346544054894
189,2020-10-20 14:30:00,3270.800408194445,3270.799702467726
190,2020-10-20 14:45:00,3270.3308822569443,3270.3306548425853
191,2020-10-20 15:00:00,3269.7765594097223,3269.778813437546
192,2020-10-20 15:15:00,3269.2006524305557,3269.199752655972
193,2020-10-20 15:30:00,3268.6628139583336,3268.6640727909953
194,2020-10-20 15:45:00,3268.0998600000003,3268.0975713747953
195,2020-10-20 16:00:00,3267.579496076389,3267.5785134162734
196,2020-10-21 09:15:00,3234.236706076389,3234.236706076389
197,2020-10-21 09:30:00,3233.6929560763892,3233.6929560763897
198,2020-10-21 09:45:00,3233.1520671875,3233.1520671875005
199,2020-10-21 10:00:00,3232.643872743056,3232.64317830241
200,2020-10-21 10:15:00,3232.1447060763894,3232.1447060763894
201,2020-10-21 10:30:00,3231.645539409722,3231.6455394097216
202,2020-10-21 10:45:00,3231.1741505208333,3231.1741505208333
203,2020-10-21 11:00:00,3230.716650520834,3230.716650520833
204,2020-10-21 11:15:00,3230.2021713541667,3230.202171354167
205,2020-10-21 11:30:00,3229.7049178819443,3229.704956076469
206,2020-10-21 11:45:00,3229.1966921875,3229.1969178819722
207,2020-10-21 12:00:00,3228.7142099652783,3228.714709965277
208,2020-10-21 12:15:00,3228.2624052430556,3228.2600968402776
209,2020-10-21 12:30:00,3227.8361141319447,3227.8356054544456
210,2020-10-21 12:45:00,3227.430516909722,3227.429575936566
211,2020-10-21 13:00:00,3227.061721701389,3227.0627703962286
212,2020-10-21 13:15:00,3226.660340798611,3226.660641145849
213,2020-10-21 13:30:00,3226.2228338541663,3226.2235439079436
214,2020-10-21 13:45:00,3225.7051330555555,3225.7060340393377
215,2020-10-21 14:00:00,3225.3006517708336,3225.294803998812
216,2020-10-21 14:15:00,3225.106071875,3225.107934740127
217,2020-10-21 14:30:00,3224.8654598958333,3224.8652007814353
218,2020-10-21 14:45:00,3224.6626951736107,3224.657850385755
219,2020-10-21 15:00:00,3224.411836944445,3224.4151685332467
220,2020-10-21 15:15:00,3224.025239479167,3224.0265805553995
221,2020-10-21 15:30:00,3223.6405337847227,3223.6383849077206
222,2020-10-21 15:45:00,3223.306890486111,3223.304229120679
223,2020-10-21 16:00:00,3222.9788995833337,3222.9797154994153
224,2020-10-22 09:15:00,3205.387563298611,3205.3875632986114
225,2020-10-22 09:30:00,3205.031521631945,3205.031521631944
226,2020-10-22 09:45:00,3204.730167465278,3204.7301674652776
227,2020-10-22 10:00:00,3204.4652716319447,3204.465271631944
228,2020-10-22 10:15:00,3204.2003757986113,3204.2003757986113
229,2020-10-22 10:30:00,3203.9354799652774,3203.9354799652783
230,2020-10-22 10:45:00,3203.670584131945,3203.670584131944
231,2020-10-22 11:00:00,3203.4056882986115,3203.4056882986115
232,2020-10-22 11:15:00,3203.153882743056,3203.153882743055
233,2020-10-22 11:30:00,3202.933966076388,3202.934354968779
234,2020-10-22 11:45:00,3202.7276674652776,3202.7254694932462
235,2020-10-22 12:00:00,3202.544723020833,3202.5441848258283
236,2020-10-22 12:15:00,3202.4517977430555,3202.452127604503
237,2020-10-22 12:30:00,3202.4031519097216,3202.4029991301186
238,2020-10-22 12:45:00,3202.2588795486113,3202.2590892366156
239,2020-10-22 13:00:00,3202.1173816319447,3202.1169614925893
240,2020-10-22 13:15:00,3201.995726423611,3201.9957264236095
241,2020-10-22 13:30:00,3201.866650034722,3201.8645111458904
242,2020-10-22 13:45:00,3201.6765396527776,3201.674293793834
243,2020-10-22 14:00:00,3201.477458229167,3201.483574037004
244,2020-10-22 14:15:00,3201.086846284722,3201.082358274323
245,2020-10-22 14:30:00,3200.6421218402775,3200.6440376374103
246,2020-10-22 14:45:00,3200.1698598958337,3200.1704918509536
247,2020-10-22 15:00:00,3199.794667986111,3199.7892255190627
248,2020-10-22 15:15:00,3199.464722986111,3199.463189598025
249,2020-10-22 15:30:00,3199.1255404861113,3199.12334066492
250,2020-10-22 15:45:00,3198.804590173611,3198.8074262721475
251,2020-10-22 16:00:00,3198.451704791666,3198.4549635095896
252,2020-10-23 09:15:00,3182.442286215278,3182.442286215277
253,2020-10-23 09:30:00,3182.2985362152776,3182.2985362152767
254,2020-10-23 09:45:00,3182.1415084375,3182.1415084374985
255,2020-10-23 10:00:00,3181.947966770833,3181.9479667708324
256,2020-10-23 10:15:00,3181.7544251041663,3181.754425104167
257,2020-10-23 10:30:00,3181.5608834375,3181.5608834374993
258,2020-10-23 10:45:00,3181.3673417708333,3181.3673417708337
259,2020-10-23 11:00:00,3181.1738001041663,3181.1738001041663
260,2020-10-23 11:15:00,3181.025411215278,3181.025411215278
261,2020-10-23 11:30:00,3180.9017584375,3180.9014320486103
262,2020-10-23 11:45:00,3180.7994459375,3180.7994459375
263,2020-10-23 12:00:00,3180.682556631944,3180.6834628905685
264,2020-10-23 12:15:00,3180.5544635069446,3180.553421821335
265,2020-10-23 12:30:00,3180.4323244097222,3180.4326369142645
266,2020-10-23 12:45:00,3180.299348854167,3180.2993488541665
267,2020-10-23 13:00:00,3180.161449791667,3180.1621545831886
268,2020-10-23 13:15:00,3180.016202013889,3180.016511041662
269,2020-10-23 13:30:00,3179.9011915972224,3179.9010804811332
270,2020-10-23 13:45:00,3179.656814791667,3179.6567650674187
271,2020-10-23 14:00:00,3179.3083138194447,3179.312442331723
272,2020-10-23 14:15:00,3178.907319583333,3178.906009063566
273,2020-10-23 14:30:00,3178.6137737500003,3178.611784191275
274,2020-10-23 14:45:00,3178.3821217361115,3178.3845146505355
275,2020-10-23 15:00:00,3178.1876655555557,3178.1842870806627
276,2020-10-23 15:15:00,3178.124813159722,3178.1230887663764
277,2020-10-23 15:30:00,3178.054961805555,3178.0562442521114
278,2020-10-23 15:45:00,3177.911989305556,3177.912708302594
279,2020-10-23 16:00:00,3177.768604027777,3177.767919590901
280,2020-10-26 09:15:00,3194.7268750000003,3194.7268750000003
281,2020-10-26 09:30:00,3194.5611909722224,3194.5611909722215
282,2020-10-26 09:45:00,3194.394055555556,3194.3940555555555
283,2020-10-26 10:00:00,3194.2269201388895,3194.22692013889
284,2020-10-26 10:15:00,3194.059784722222,3194.059784722222
285,2020-10-26 10:30:00,3193.89965625,3193.896152750819
286,2020-10-26 10:45:00,3193.7850729166666,3193.785072916667
287,2020-10-26 11:00:00,3193.670489583333,3193.670489583333
288,2020-10-26 11:15:00,3193.582034722222,3193.5826076355797
289,2020-10-26 11:30:00,3193.485569444444,3193.485569444444
290,2020-10-26 11:45:00,3193.374243055556,3193.375107646136
291,2020-10-26 12:00:00,3193.251701388889,3193.2469424819387
292,2020-10-26 12:15:00,3193.101766284722,3193.102903380563
293,2020-10-26 12:30:00,3192.9392390625003,3192.9392390625003
294,2020-10-26 12:45:00,3192.7801548958337,3192.7793215604484
295,2020-10-26 13:00:00,3192.6353484375,3192.6351255555546
296,2020-10-26 13:15:00,3192.503406180556,3192.5038645078334
297,2020-10-26 13:30:00,3192.399365868056,3192.4004604680495
298,2020-10-26 13:45:00,3192.4516753125,3192.450007840762
299,2020-10-26 14:00:00,3192.6558415625,3192.658143367689
300,2020-10-26 14:15:00,3192.9510745138887,3192.949784635962
301,2020-10-26 14:30:00,3193.1941501041665,3193.1933306623673
302,2020-10-26 14:45:00,3193.3673090972225,3193.3667394310182
303,2020-10-26 15:00:00,3193.459756666667,3193.462126796923
304,2020-10-26 15:15:00,3193.4431480208336,3193.4451610412557
305,2020-10-26 15:30:00,3193.4159527430556,3193.4170556814306
306,2020-10-26 15:45:00,3193.379427361111,3193.378028043341
307,2020-10-26 16:00:00,3193.3804025694444,3193.3832046622792
308,2020-10-27 09:15:00,3195.2513090625,3195.2513090625
309,2020-10-27 09:30:00,3195.4757882291665,3195.475788229167
310,2020-10-27 09:45:00,3195.7352673958335,3195.7352673958335
311,2020-10-27 10:00:00,3195.9972465625,3195.9972465625005
312,2020-10-27 10:15:00,3196.2592257291667,3196.2592257291667
313,2020-10-27 10:30:00,3196.5212048958333,3196.521204895833
314,2020-10-27 10:45:00,3196.7831840625,3196.7831840625004
315,2020-10-27 11:00:00,3197.045857673611,3197.045510453169
316,2020-10-27 11:15:00,3197.2878576736107,3197.287579896859
317,2020-10-27 11:30:00,3197.531750034722,3197.5317500347223
318,2020-10-27 11:45:00,3197.761104201389,3197.7607604513905
319,2020-10-27 12:00:00,3197.9926215625,3197.994072951215
320,2020-10-27 12:15:00,3198.251482673611,3198.2514826736115
321,2020-10-27 12:30:00,3198.509600729167,3198.509600729168
322,2020-10-27 12:45:00,3198.7506015277777,3198.7509515296674
323,2020-10-27 13:00:00,3198.9748306944443,3198.9754522187677
324,2020-10-27 13:15:00,3199.1868532638887,3199.186332435334
325,2020-10-27 13:30:00,3199.401969513889,3199.4036223086914
326,2020-10-27 13:45:00,3199.7006525694446,3199.6981039568345
327,2020-10-27 14:00:00,3199.9919752777773,3199.99243503927
328,2020-10-27 14:15:00,3200.2672740625,3200.270023710855
329,2020-10-27 14:30:00,3200.4733125694447,3200.47258860999
330,2020-10-27 14:45:00,3200.7438561111107,3200.7422068046385
331,2020-10-27 15:00:00,3201.0992372222217,3201.1002459041583
332,2020-10-27 15:15:00,3201.486111875,3201.4855941841142
333,2020-10-27 15:30:00,3201.8586106597218,3201.8603272923915
334,2020-10-27 15:45:00,3202.2092254166664,3202.2093001200888
335,2020-10-27 16:00:00,3202.5956709027773,3202.5954052744687
336,2020-10-28 09:15:00,3233.23527125,3233.2352712499987
337,2020-10-28 09:30:00,3233.5988719444445,3233.5988719444435
338,2020-10-28 09:45:00,3233.9639240277775,3233.963924027777
339,2020-10-28 10:00:00,3234.328976111111,3234.3289761111105
340,2020-10-28 10:15:00,3234.694028194445,3234.694028194444
341,2020-10-28 10:30:00,3235.0520733333333,3235.0555769024995
342,2020-10-28 10:45:00,3235.3645733333333,3235.3645733333333
343,2020-10-28 11:00:00,3235.6770733333333,3235.6770733333337
344,2020-10-28 11:15:00,3235.9685490277775,3235.9634622151693
345,2020-10-28 11:30:00,3236.3181184722225,3236.318465695489
346,2020-10-28 11:45:00,3236.6653129166666,3236.663406674115
347,2020-10-28 12:00:00,3237.040764375,3237.045089262616
348,2020-10-28 12:15:00,3237.426934756945,3237.4258861777134
349,2020-10-28 12:30:00,3237.802350590278,3237.803480670236
350,2020-10-28 12:45:00,3238.1270753125,3238.129561423045
351,2020-10-28 13:00:00,3238.4295137152776,3238.4286185367873
352,2020-10-28 13:15:00,3238.7169906944446,3238.716532366748
353,2020-10-28 13:30:00,3239.001517118055,3238.9976725112588
354,2020-10-28 13:45:00,3239.0427303819447,3239.043798942574
355,2020-10-28 14:00:00,3238.7607940972225,3238.7563405270676
356,2020-10-28 14:15:00,3238.409362326389,3238.4147691890153
357,2020-10-28 14:30:00,3238.054038715278,3238.05439840072
358,2020-10-28 14:45:00,3237.818179652777,3237.81783105618
359,2020-10-28 15:00:00,3237.611970659722,3237.607116219212
360,2020-10-28 15:15:00,3237.548489236111,3237.546889234866
361,2020-10-28 15:30:00,3237.4767261805555,3237.476494750292
362,2020-10-28 15:45:00,3237.406312326389,3237.40747204672
363,2020-10-28 16:00:00,3237.3355107638886,3237.3343197838913
364,2020-10-29 09:15:00,3229.016766875,3229.016766874999
365,2020-10-29 09:30:00,3228.9084335416665,3228.908433541666
366,2020-10-29 09:45:00,3228.765100208333,3228.7651002083335
367,2020-10-29 10:00:00,3228.6192668749995,3228.6192668749995
368,2020-10-29 10:15:00,3228.4675272916666,3228.4679318127814
369,2020-10-29 10:30:00,3228.3008606249996,3228.300860624999
370,2020-10-29 10:45:00,3228.1503397916663,3228.1503397916663
371,2020-10-29 11:00:00,3228.0075620138887,3228.007848472472
372,2020-10-29 11:15:00,3227.8656036805555,3227.86537972246
373,2020-10-29 11:30:00,3227.6863467361113,3227.686346736111
374,2020-10-29 11:45:00,3227.5151245138886,3227.515704377591
375,2020-10-29 12:00:00,3227.3005828472224,3227.2946210471855
376,2020-10-29 12:15:00,3227.0618224305554,3227.061822430555
377,2020-10-29 12:30:00,3226.8289954166667,3226.827259289119
378,2020-10-29 12:45:00,3226.652921701389,3226.653063021975
379,2020-10-29 13:00:00,3226.493630034722,3226.4921404511906
380,2020-10-29 13:15:00,3226.3588511805556,3226.3590289076346
381,2020-10-29 13:30:00,3226.237929583333,3226.234000757679
382,2020-10-29 13:45:00,3225.9249784374997,3225.927433296103
383,2020-10-29 14:00:00,3225.647049930556,3225.646918668876
384,2020-10-29 14:15:00,3225.437012743055,3225.434179825795
385,2020-10-29 14:30:00,3225.328341180555,3225.3284333202982
386,2020-10-29 14:45:00,3225.1133706250002,3225.115232024515
387,2020-10-29 15:00:00,3224.7585259722223,3224.7586969820723
388,2020-10-29 15:15:00,3224.3881460069447,3224.3875091998293
389,2020-10-29 15:30:00,3224.0777063541673,3224.0772823043994
390,2020-10-29 15:45:00,3223.794476770833,3223.7957475945695
391,2020-10-29 16:00:00,3223.4522702777776,3223.451970279932
392,2020-10-30 09:15:00,3188.451442708333,3188.451442708333
393,2020-10-30 09:30:00,3187.9333177083336,3187.933317708334
394,2020-10-30 09:45:00,3187.441144097222,3187.4411371527126
395,2020-10-30 10:00:00,3186.949060763889,3186.9490607638895
396,2020-10-30 10:15:00,3186.4681545138887,3186.4662916013067
397,2020-10-30 10:30:00,3186.0319565972222,3186.0319565972227
398,2020-10-30 10:45:00,3185.583404513889,3185.5827291618066
399,2020-10-30 11:00:00,3185.1420295138887,3185.1420295138887
400,2020-10-30 11:15:00,3184.681161458334,3184.685675360471
401,2020-10-30 11:30:00,3184.1792343750003,3184.178887153441
402,2020-10-30 11:45:00,3183.687289930556,3183.688331593481
403,2020-10-30 12:00:00,3183.157800277778,3183.158234338056
404,2020-10-30 12:15:00,3182.6586379166665,3182.659681346205
405,2020-10-30 12:30:00,3182.1390618055552,3182.1379316932935
406,2020-10-30 12:45:00,3181.707033333333,3181.7060839158735
407,2020-10-30 13:00:00,3181.2771965277784,3181.278798932552
408,2020-10-30 13:15:00,3180.8227729166665,3180.8227694445463
409,2020-10-30 13:30:00,3180.353782604167,3180.361326024896
410,2020-10-30 13:45:00,3179.7592913888893,3179.7597210843187
411,2020-10-30 14:00:00,3179.183180520833,3179.1873319130696
412,2020-10-30 14:15:00,3178.6255974652777,3178.6227773587175
413,2020-10-30 14:30:00,3178.0350439930553,3178.0337256016196
414,2020-10-30 14:45:00,3177.415803055556,3177.414166040426
415,2020-10-30 15:00:00,3176.8205951736113,3176.820110773029
416,2020-10-30 15:15:00,3176.231950902778,3176.2315934335115
417,2020-10-30 15:30:00,3175.613735763889,3175.6126769172806
418,2020-10-30 15:45:00,3174.9302996875,3174.9314791839734
419,2020-10-30 16:00:00,3174.1815454166667,3174.178796884789
420,2020-11-02 09:15:00,3055.3859236111116,3055.3859236111107
421,2020-11-02 09:30:00,3055.5689618055553,3055.568961805556
422,2020-11-02 09:45:00,3055.761722222222,3055.7617222222225
423,2020-11-02 10:00:00,3055.9544826388887,3055.9544826388887
424,2020-11-02 10:15:00,3056.1577013888887,3056.152472153849
425,2020-11-02 10:30:00,3056.4288993055557,3056.428899305555
426,2020-11-02 10:45:00,3056.700097222222,3056.7000972222218
427,2020-11-02 11:00:00,3056.9712951388888,3056.971295138889
428,2020-11-02 11:15:00,3057.2185902777774,3057.218590277778
429,2020-11-02 11:30:00,3057.409614583333,3057.4096145833337
430,2020-11-02 11:45:00,3057.571125,3057.5719930477535
431,2020-11-02 12:00:00,3057.7118020833327,3057.7118020833323
432,2020-11-02 12:15:00,3057.8245729166665,3057.8242031263453
433,2020-11-02 12:30:00,3057.9706875,3057.970687500001
434,2020-11-02 12:45:00,3058.102475694445,3058.1024756944453
435,2020-11-02 13:00:00,3058.208083333334,3058.2080833333334
