ticker,N,MAPE,date_start,date_end,model_type,notes,n_epochs,sentiment_variance,price_variance
AVGO,119,12.951110523764115,2020-08-31 00:00:00,2021-02-17 00:00:00,lstm1,loss stopped changing,11.0,0.262821148155587,0.4998678098852244
AVGO,119,18.308448696227003,2020-08-31 00:00:00,2021-02-17 00:00:00,lstm2,loss stopped changing,11.0,0.262821148155587,0.4998678098852244
TMO,111,3.9468168591526993,2020-09-11 00:00:00,2021-02-17 00:00:00,arima, ,,0.17240831079931856,0.10638696218709848
TMO,111,5.440056838967147,2020-09-11 00:00:00,2021-02-17 00:00:00,prophet, ,,0.17240831079931856,0.10638696218709848
TMO,115,30.598132658083188,2020-09-04 00:00:00,2021-02-17 00:00:00,lstm1,loss stopped changing,12.0,0.17240831079931856,0.10638696218709848
TMO,115,25.91521431215453,2020-09-04 00:00:00,2021-02-17 00:00:00,lstm2,loss stopped changing,14.0,0.17240831079931856,0.10638696218709848
ABBV,115,18.303853697230974,2020-09-21 00:00:00,2021-02-18 00:00:00,arima, ,,0.25567265019240576,0.5803970059937902
ABBV,115,21.79156478486462,2020-09-21 00:00:00,2021-02-18 00:00:00,prophet, ,,0.25567265019240576,0.5803970059937902
ABBV,119,25.216599697831914,2020-09-15 00:00:00,2021-02-18 00:00:00,lstm1,loss stopped changing,7.0,0.25567265019240576,0.5803970059937902
ABBV,119,24.281262778806603,2020-09-15 00:00:00,2021-02-18 00:00:00,lstm2,loss stopped changing,6.0,0.25567265019240576,0.5803970059937902
PEP,113,8.429123467305617,2020-09-16 00:00:00,2021-02-18 00:00:00,arima, ,,0.18063034262014935,0.10450489189548988
PEP,113,10.5915694921161,2020-09-16 00:00:00,2021-02-18 00:00:00,prophet, ,,0.18063034262014935,0.10450489189548988
PEP,117,11.251076576700084,2020-09-10 00:00:00,2021-02-18 00:00:00,lstm1,loss stopped changing,4.0,0.18063034262014935,0.10450489189548988
PEP,117,15.001992242021988,2020-09-10 00:00:00,2021-02-18 00:00:00,lstm2,loss stopped changing,4.0,0.18063034262014935,0.10450489189548988
QCOM,119,3.8374292331569277,2020-09-17 00:00:00,2021-02-18 00:00:00,arima, ,,0.2895255281518311,0.2748965983874347
QCOM,119,4.83675474359356,2020-09-17 00:00:00,2021-02-18 00:00:00,prophet, ,,0.2895255281518311,0.2748965983874347
