ds,y,yhat,model_type
2020-09-21,-0.05648667314743308,-0.04615830461079308,prophet
2020-09-22,-0.10299542815106316,-0.06400529231359621,prophet
2020-09-23,-0.22175885610676146,-0.1086250762445941,prophet
2020-09-24,-0.3031491773631129,-0.21806579216690153,prophet
2020-09-25,-0.29318301557662163,-0.3853246395634573,prophet
2020-09-28,-0.15780931797676953,-0.39314625313496854,prophet
2020-09-29,-0.235047071822084,-0.166117820254411,prophet
2020-09-30,-0.17275856065650827,-0.17079723091655546,prophet
2020-10-01,-0.20182653253377647,-0.15059029940285606,prophet
2020-10-02,-0.3081322582563592,-0.20896078861680015,prophet
2020-10-05,-0.15947034494118573,-0.2918105790865832,prophet
2020-10-06,-0.32391201441830486,-0.19131245728236587,prophet
2020-10-07,-0.22175885610676146,-0.26505862834931276,prophet
2020-10-08,-0.1926908842294921,-0.21998097480452009,prophet
2020-10-09,-0.1669449662810551,-0.22404211848621555,prophet
2020-10-12,-0.11047004949093253,-0.10130617887730256,prophet
2020-10-13,-0.14286007529703196,-0.0858854933550466,prophet
2020-10-14,-0.3122848256673985,-0.11021537188780742,prophet
2020-10-15,-0.37125128290414305,-0.24017108345943552,prophet
2020-10-16,-0.29484404254103663,-0.47203346954822845,prophet
2020-10-19,-0.4360313345163419,-0.4088998455675918,prophet
2020-10-20,-0.43852287496296505,-0.44445522959145783,prophet
2020-10-21,-0.5664219512229466,-0.4633614458248591,prophet
2020-10-22,-0.4426754423740032,-0.581115966103694,prophet
2020-10-23,-0.4509805771960795,-0.5079387070424712,prophet
2020-10-26,-0.4800485490733489,-0.4530287192176178,prophet
2020-10-27,-0.6004730039934622,-0.4464269279612011,prophet
2020-10-28,-0.73335516114669,-0.5837314788615787,prophet
2020-10-29,-0.7424908094509743,-0.7192267980345419,prophet
2020-10-30,-0.39201411995933494,-0.8691301240444275,prophet
2020-11-02,-0.11960569779521693,-0.46275761238746266,prophet
2020-11-03,-0.15199572360131636,0.031864612104001114,prophet
2020-11-04,0.38783803983367343,0.03601622822599156,prophet
2020-11-05,0.3047866916129058,0.3119832618432136,prophet
2020-11-06,0.24665074785836819,0.5546444065210889,prophet
2020-11-07,0.2483117748227832,0.4723838255509045,prophet
2020-11-09,0.44182141617717285,0.1777677257324926,prophet
2020-11-10,0.7291790810210285,0.4357929679101381,prophet
2020-11-11,0.6785177586063602,0.7638227265187256,prophet
2020-11-12,0.6444667058358458,0.8595623487583341,prophet
2020-11-13,0.7599080798627129,0.7628202306129966,prophet
2020-11-14,0.7773488629890736,0.7175963041315743,prophet
2020-11-16,0.8446204550478955,0.8183790182037565,prophet
2020-11-17,0.7790098899534886,0.9040735567813808,prophet
2020-11-18,0.7449588371829742,0.8218730735172722,prophet
2020-11-19,0.7997727270086805,0.7637123661511919,prophet
2020-11-20,0.8869766426404875,0.750000254454809,prophet
2020-11-21,0.9085699931778863,0.8974006494151432,prophet
2020-11-23,1.0896219322991605,0.9794188549460063,prophet
2020-11-24,1.173503794002135,1.1492859730244618,prophet
2020-11-25,1.2017412523971962,1.240930723984036,prophet
2020-11-27,1.2507415478474495,1.2299787107922577,prophet
2020-11-30,1.2432669265075802,1.2752416955725763,prophet
2020-12-01,1.1768258479309661,1.2407753860609567,prophet
2020-12-02,1.2598771961517339,1.2087402736251422,prophet
2020-12-03,1.242436413025373,1.2207759111052934,prophet
2020-12-04,1.4508952970594993,1.250936487938299,prophet
2020-12-05,1.4508952970594993,1.483538695061409,prophet
2020-12-07,1.3221657073173096,1.5463348252358997,prophet
2020-12-08,1.4542173509883305,1.3945867783152046,prophet
2020-12-09,1.5505569149244207,1.3829510052847578,prophet
2020-12-10,1.4998955925097524,1.510215791558923,prophet
2020-12-11,1.4342850274153456,1.614105523167223,prophet
2020-12-12,1.467505566703653,1.4571469062362616,prophet
2020-12-14,1.2499110343652413,1.5007261059919603,prophet
2020-12-15,1.1145373367653904,1.2191579951942957,prophet
2020-12-16,1.2499110343652413,1.0594690426526312,prophet
2020-12-17,1.1909445771284968,1.0847987925066858,prophet
2020-12-18,1.2141989546303118,1.1909224925557473,prophet
2020-12-19,1.2092158737370657,1.2524184752071792,prophet
2020-12-21,1.1444358221248667,1.2042327928438197,prophet
2020-12-22,1.0771642300660447,1.112045796318767,prophet
2020-12-23,1.1427747951604517,1.0098926380072226,prophet
2020-12-24,1.126164525516298,1.080822243858828,prophet
2020-12-28,1.13529186868576,1.1253533751113232,prophet
2020-12-29,1.2349617916855038,1.1486705117871892,prophet
2020-12-30,1.2806400332069259,1.205160391593863,prophet
2020-12-31,1.4467344245136387,1.27041893592815,prophet
2021-01-01,1.4384375948263848,1.519715389305002,prophet
2021-01-04,1.2939282489222483,1.5442039786629578,prophet
2021-01-05,1.3794711375896391,1.3290157082779117,prophet
2021-01-06,1.308046978119779,1.3104091436841745,prophet
2021-01-07,1.401064488127039,1.2861485463707742,prophet
2021-01-08,1.4475732431306692,1.408135027819214,prophet
2021-01-09,1.448403756612876,1.4583572405167455,prophet
2021-01-11,1.6128454260899965,1.449234270095083,prophet
2021-01-12,1.6610152080580416,1.6462002596876248,prophet
2021-01-13,1.8644910111989226,1.7199454997855212,prophet
2021-01-14,1.810507634855423,1.912368562228778,prophet
2021-01-15,1.7083544765438796,1.9353431510596002,prophet
2021-01-19,1.8478807415547687,1.7831569902031048,prophet
2021-01-20,1.9151523336135907,1.8184173963784587,prophet
2021-01-21,1.7581852854763398,1.9117196400126055,prophet
2021-01-22,1.7689819607450392,1.8709069491548684,prophet
2021-01-23,1.737422448421148,1.7241516931119738,prophet
2021-01-25,1.7083544765438796,1.6640930498550248,prophet
2021-01-26,1.5704892384974045,1.6938204906052452,prophet
2021-01-27,1.0522488255998148,1.5678389992284365,prophet
2021-01-28,1.1377917142672056,1.1037759192646308,prophet
2021-01-29,1.0480962581887765,0.8101283915813314,prophet
2021-02-01,1.0937744997101986,0.8323365407528294,prophet
2021-02-02,1.149418903018113,1.0941002089343113,prophet
2021-02-03,1.4467427296484612,1.1273727955624575,prophet
2021-02-04,1.5297940778692287,1.3773489469714817,prophet
2021-02-05,1.580455400283897,1.7064524271532835,prophet
2021-02-06,1.578794373319482,1.770641969999203,prophet
2021-02-08,1.3886067858939235,1.5771333463550667,prophet
2021-02-09,1.286453627582379,1.3916507651461,prophet
2021-02-10,1.172673280519928,1.225106568838487,prophet
2021-02-11,1.1394527412316204,1.058892933457477,prophet
2021-02-12,1.2249956298990112,1.106232201943313,prophet
2021-02-13,1.2266566568634263,1.1515379864557886,prophet
2021-02-16,1.2225040894523882,1.2529373360731528,prophet
2021-02-17,1.3844542184828854,1.2508384160773771,prophet
2021-02-18,1.4035560285736624,1.3465093958136185,prophet
