train_loss,validation_loss,model_type
0.9341420379201216,0.004841510206460953,lstm2
0.4438812288322619,0.0989241749048233,lstm2
0.17081077557855417,0.02046794630587101,lstm2
0.07125024301931263,0.011993729509413242,lstm2
0.06555194668471813,0.00804110150784254,lstm2
0.062449367357684034,0.008227935992181301,lstm2
