train_loss,validation_loss,model_type
0.8654990061984531,0.0059826551005244255,lstm1
0.33430322179836885,0.06777575612068176,lstm1
0.14025644020044378,0.031616996973752975,lstm1
0.0672675904418741,0.006397868040949106,lstm1
0.06455867826672537,0.010319441556930542,lstm1
0.060883966194731846,0.006444522179663181,lstm1
0.0598268061876297,0.007164006121456623,lstm1
