ticker,N,MAPE,date_start,date_end,model_type,notes,n_epochs,sentiment_variance
F,66,93.2956406067129,2020-12-01 00:00:00,2021-02-20 00:00:00,lstm1,loss started increasing,5.0,0.2517448010647498
F,66,93.26992412476322,2020-12-01 00:00:00,2021-02-20 00:00:00,lstm2,loss started increasing,4.0,0.2517448010647498
BIIB,113,64.08783020000922,2020-09-15 00:00:00,2021-02-17 00:00:00,arima, ,,0.19681159751967386
BIIB,113,73.38943088395406,2020-09-15 00:00:00,2021-02-17 00:00:00,prophet, ,,0.19681159751967386
BIIB,117,39.313779492730546,2020-09-09 00:00:00,2021-02-17 00:00:00,lstm1,loss stopped changing,5.0,0.19681159751967386
BIIB,117,37.05231749471207,2020-09-09 00:00:00,2021-02-17 00:00:00,lstm2,loss stopped changing,5.0,0.19681159751967386
MET,112,37.246181693102734,2020-09-11 00:00:00,2021-02-17 00:00:00,arima, ,,0.3654278090138118
MET,112,41.59582629256833,2020-09-11 00:00:00,2021-02-17 00:00:00,prophet, ,,0.3654278090138118
MET,116,31.88737726662807,2020-09-04 00:00:00,2021-02-17 00:00:00,lstm1,loss started increasing,7.0,0.3654278090138118
MET,116,30.465065253790208,2020-09-04 00:00:00,2021-02-17 00:00:00,lstm2,loss started increasing,7.0,0.3654278090138118
EBAY,114,8.06700219195364,2020-09-16 00:00:00,2021-02-18 00:00:00,arima, ,,0.23142148872667748
EBAY,114,9.277268532775535,2020-09-16 00:00:00,2021-02-18 00:00:00,prophet, ,,0.23142148872667748
